9.738,6.230,3.780,0.990,6.742,5.914,1.044,3.901,4.998,6.121,8.997,1.570,3.277,7.827,4.292,6.745,3.792,3.438,8.377,4.845,2.346,0.404,1.697,5.382,7.591,5.059,3.681,1.139,8.674,7.795
5.117,6.701,2.797,5.025,3.945,0.327,7.410,4.168,3.628,7.066,7.350,4.387,1.119,5.165,3.662,0.321,3.066,9.789,5.770,1.705,2.232,7.713,9.216,2.326,3.444,5.773,9.089,5.470,0.009,8.531
9.758,6.207,3.744,0.921,6.813,5.874,1.027,3.884,4.970,6.157,9.026,1.625,3.305,7.874,4.280,6.752,3.789,3.382,8.404,4.791,2.364,0.351,1.665,5.401,7.528,5.025,3.692,1.232,8.678,7.790
8.886,5.808,1.059,4.056,8.727,1.496,3.341,5.867,3.809,5.443,0.762,3.633,5.695,1.156,2.795,0.462,0.072,0.124,1.126,7.892,2.439,4.243,4.441,2.396,8.491,9.027,7.964,9.185,5.411,4.726
7.302,0.951,9.035,5.696,1.585,2.225,7.225,0.483,3.918,3.594,8.428,7.346,5.227,8.107,1.117,9.134,9.575,8.497,6.867,4.461,2.373,3.786,9.004,1.715,4.304,9.114,1.238,5.282,1.163,2.771
8.939,5.725,1.016,4.055,8.793,1.549,3.367,5.927,3.826,5.445,0.724,3.671,5.700,1.179,2.748,0.495,0.077,0.125,1.188,7.822,2.439,4.262,4.467,2.448,8.527,9.044,7.926,9.115,5.403,4.765
9.666,6.108,3.757,1.048,6.714,5.887,1.059,3.982,5.010,6.075,8.990,1.534,3.287,7.750,4.318,6.826,3.640,3.434,8.198,4.795,2.358,0.350,1.755,5.426,7.461,5.047,3.657,1.121,8.766,7.746
8.927,5.700,0.992,4.057,8.805,1.591,3.337,5.984,3.873,5.460,0.695,3.609,5.707,1.184,2.716,0.483,0.014,0.210,1.229,7.833,2.489,4.254,4.455,2.429,8.536,9.120,7.933,9.173,5.468,4.842
9.599,6.035,3.745,1.068,6.812,5.893,1.061,3.984,4.985,6.064,8.947,1.450,3.333,7.727,4.345,6.792,3.635,3.427,8.150,4.854,2.307,0.349,1.794,5.357,7.458,5.055,3.705,1.167,8.744,7.719
8.884,5.694,1.042,4.057,8.805,1.657,3.513,6.021,3.894,5.481,0.626,3.575,5.688,1.193,2.793,0.357,0.072,0.192,1.141,7.724,2.427,4.187,4.568,2.418,8.522,9.071,7.917,9.105,5.406,4.800
8.863,5.672,1.043,4.065,8.841,1.538,3.460,6.004,3.893,5.336,0.660,3.723,5.715,1.181,2.715,0.323,-0.052,0.127,1.140,7.750,2.518,4.239,4.464,2.390,8.480,9.058,7.874,9.056,5.390,4.802
8.814,5.672,1.061,4.088,8.857,1.507,3.416,5.983,3.937,5.292,0.647,3.760,5.700,1.174,2.712,0.273,-0.102,0.154,1.114,7.751,2.503,4.288,4.473,2.391,8.440,9.075,7.921,9.092,5.370,4.778
8.857,5.736,1.137,3.981,8.809,1.610,3.456,5.960,3.803,5.418,0.703,3.556,5.701,1.184,2.811,0.311,0.070,0.242,1.117,7.807,2.455,4.230,4.664,2.328,8.638,9.044,7.824,9.031,5.428,4.669
8.869,5.764,1.116,4.016,8.842,1.629,3.478,5.977,3.799,5.417,0.741,3.591,5.710,1.208,2.826,0.352,0.080,0.279,1.107,7.856,2.405,4.215,4.712,2.342,8.654,9.053,7.863,9.059,5.391,4.640
8.859,5.784,1.181,4.011,8.732,1.580,3.495,6.013,3.843,5.406,0.718,3.617,5.703,1.225,2.807,0.387,0.116,0.261,1.117,7.772,2.456,4.221,4.726,2.256,8.671,9.054,7.895,9.030,5.405,4.686
8.860,5.776,1.181,3.987,8.699,1.549,3.498,6.055,3.843,5.448,0.716,3.617,5.706,1.224,2.856,0.390,0.107,0.299,1.093,7.812,2.482,4.177,4.709,2.282,8.624,9.078,7.888,9.023,5.394,4.708
8.792,5.697,1.263,3.971,8.837,1.706,3.530,6.034,3.879,5.354,0.618,3.579,5.673,1.205,2.757,0.264,0.107,0.335,1.124,7.873,2.398,4.203,4.646,2.293,8.611,9.046,7.826,9.049,5.395,4.632
8.932,5.678,0.977,4.159,8.770,1.530,3.289,5.949,3.873,5.242,0.737,3.659,5.720,1.122,2.795,0.325,-0.031,0.145,1.066,7.801,2.438,4.211,4.322,2.458,8.441,9.037,7.844,9.162,5.306,4.805
8.970,5.702,0.898,4.137,8.837,1.497,3.352,5.885,3.925,5.310,0.781,3.678,5.636,1.119,2.887,0.227,-0.073,0.170,1.048,7.772,2.501,4.271,4.319,2.424,8.486,9.035,7.816,9.053,5.364,4.824
8.859,5.742,0.972,4.124,8.708,1.419,3.299,5.989,3.782,5.307,0.640,3.656,5.680,1.168,2.824,0.315,-0.100,0.131,1.071,7.709,2.526,4.359,4.352,2.418,8.468,9.021,7.816,9.062,5.335,4.783
8.937,5.694,1.024,4.062,8.747,1.483,3.282,5.892,3.837,5.223,0.618,3.634,5.677,1.234,2.826,0.331,-0.006,0.073,1.066,7.866,2.474,4.179,4.240,2.474,8.435,8.988,7.894,9.156,5.372,4.824
8.788,5.775,0.962,4.077,8.754,1.412,3.268,6.072,3.842,5.281,0.612,3.687,5.633,1.157,2.845,0.324,-0.101,0.190,1.114,7.743,2.564,4.344,4.311,2.487,8.431,8.963,7.778,9.148,5.275,4.741
