0.606,1.547,5.155,74.081,14.516,7.440,3.635,1.883,1.655,1.229,1.496,0.839,2.944,2.711,1.052,0.811,0.730,1.225,1.217,1.221
9.143,1238.589,4.392,77.427,3.888,74.080,9.192,3.838,7.248,14.463,5.249,77.434,7.227,77.398,71.237,3.110,7.541,18.713,4.380,1.244
18.522,74.101,74.060,16.478,45.900,1238.575,74.117,74.074,9.778,9.182,14.466,77.410,1238.589,7.019,1044.940,3.840,31.433,74.120,74.098,4.962
77.391,11.267,9.543,151.134,103.686,3.376,5.201,74.150,77.443,9.771,15.076,1.772,5.492,151.059,9.569,74.113,77.425,9.263,4.510,12.651
77.409,4.326,77.412,77.403,184.007,15.102,38.731,64111.310,74.075,3.723,74.068,77.416,5.469,151.074,74.121,9.522,6.828,77.405,74.095,151.072
64111.333,9.810,74.058,77.384,18.531,5.570,15.062,183.997,5.577,15.094,77.453,88.924,16.636,77.486,77.405,215.499,9.157,64111.344,151.083,5.456
77.408,77.393,74.112,44.036,74.048,9.405,77.421,3.855,14.446,151.079,151.109,77.433,77.418,1238.588,77.413,7.216,22.526,1238.616,77.432,9.478
5.454,1044.966,151.045,9.534,4.934,77.374,88.938,74.161,7.403,9.421,11.470,151.061,77.395,18.497,151.072,74.135,183.988,17.433,77.426,5.442
9.538,88.921,3.870,9.531,74.071,77.406,14.467,77.401,4.351,33.035,151.055,14.484,4.571,13.079,4.082,74.127,7.693,5.501,42.567,9.448
17.382,5.461,702.242,7.301,9.535,74.051,215.349,1044.967,14.451,11.455,74.104,77.401,0.911,74.060,74.079,88.948,5.903,74.081,45.594,14.486
