4.669,4.960,40.096,10.277,2.421,3.308,3.494,1.768,2.689,13.181,2.509,3.087,5.431,3.007,2.669,2.473,0.805,4.036,2.312,2.312
9.224,14.622,9.701,17.509,113.745,77.534,6.726,15.298,74.321,2.541,75.193,4.255,2.341,16.835,16.035,5.904,2.988,1.439,1.929,2.707
15.477,9.208,15.163,31.367,126.658,5.379,19.928,4.532,77.529,33.164,10.609,151.298,4.160,3.200,78.281,77.870,3.458,3.111,3.269,1.478
9.690,6.904,77.524,10.493,2.730,13.127,2.952,9.305,15.356,4.014,33.281,151.505,2.735,3.256,3.220,5.302,2.561,11.375,3.367,3.142
151.178,5.480,2.696,33.126,4.977,4.561,74.238,5.142,74.380,6.383,9.800,1238.909,74.327,74.344,77.737,9.773,1.574,2.844,11.904,2.125
3.939,77.506,74.206,15.407,74.372,74.367,4.508,14.717,18.763,89.148,77.693,33.329,8.206,9.920,151.413,77.717,18.786,151.343,5.211,10.720
9.617,77.535,18.532,1238.683,77.598,1238.886,74.478,18.762,74.423,151.398,18.811,74.464,74.415,5.712,77.712,89.245,77.605,702.557,9.814,7.672
5.222,77.495,3.163,5.102,11.503,33.210,89.033,6.108,15.853,151.484,77.695,15.330,7.469,77.656,77.801,77.721,74.338,5.261,10.267,17.679
7.058,5.522,3.408,3.061,15.321,1045.196,9.696,9.360,151.400,9.910,74.236,151.461,15.854,74.293,5.514,64111.516,77.628,18.876,7.967,5.092
74.334,5.202,7.016,184.284,74.338,9.426,77.740,151.296,74.520,12.104,15.287,9.410,151.297,77.611,15.477,11.652,77.591,9.675,702.495,77.732
